"","Country","Status","HIV.AIDS","Income.composition.of.resources","Adult.Mortality","under.five.deaths","thinness.5.9.years","Diphtheria","Schooling","Life.expectancy","continent","class"
"1954","Panama",0,0.1,0.78,119,1,1.8,65,13,77.6,"Americas",1
"1955","Panama",0,0.1,0.773,118,1,1.9,65,12.9,77.5,"Americas",1
"1956","Panama",0,0.1,0.765,12,1,1.9,85,12.8,77.2,"Americas",1
"1957","Panama",0,0.1,0.758,121,1,1.9,87,12.9,77.3,"Americas",1
"1958","Panama",0,0.1,0.756,122,2,1.9,94,12.8,76.5,"Americas",1
"1959","Panama",0,0.1,0.755,127,2,1.9,85,12.8,76.8,"Americas",1
"1960","Panama",0,0.1,0.75,127,2,2,86,12.8,76.5,"Americas",1
"1961","Panama",0,0.2,0.743,124,2,2,85,12.9,76.4,"Americas",1
"1962","Panama",0,0.1,0.744,125,2,2,88,12.9,76.2,"Americas",1
"1963","Panama",0,0.1,0.74,122,2,2.1,92,12.9,75.8,"Americas",1
"1964","Panama",0,0.2,0.733,123,2,2.1,95,12.8,75.8,"Americas",1
"1965","Panama",0,0.1,0.728,126,2,2.2,98,12.8,75.5,"Americas",1
"1966","Panama",0,0.2,0.725,125,2,2.2,99,12.6,75.7,"Americas",1
"1967","Panama",0,0.1,0.721,124,2,2.3,99,12.4,75.5,"Americas",1
"1968","Panama",0,0.2,0.716,121,2,2.3,98,12.1,75.7,"Americas",1
"1969","Papua New Guinea",0,0.6,0.515,275,12,1.3,73,10,62.9,"Oceania",0
"1971","Papua New Guinea",0,0.8,0.506,281,13,1.3,79,10,62.4,"Oceania",0
"1972","Papua New Guinea",0,1,0.501,284,13,1.3,74,9.9,62.2,"Oceania",0
"1973","Papua New Guinea",0,1,0.494,285,13,1.3,72,9.9,62,"Oceania",0
"1974","Papua New Guinea",0,1,0.485,286,14,1.3,67,9.6,61.8,"Oceania",0
"1975","Papua New Guinea",0,1,0.477,288,14,1.3,73,9.2,61.6,"Oceania",0
"1976","Papua New Guinea",0,1,0.469,29,14,1.3,65,8.9,61.4,"Oceania",0
"1977","Papua New Guinea",0,1,0.461,295,14,1.3,71,8.6,61.1,"Oceania",0
"1978","Papua New Guinea",0,1,0.454,299,14,1.4,72,8.2,68,"Oceania",0
"1985","Paraguay",0,0.2,0.692,146,3,1.9,93,12.3,74,"Americas",1
"1986","Paraguay",0,0.2,0.688,147,3,1.9,87,12.3,73.9,"Americas",1
"1987","Paraguay",0,0.2,0.679,148,3,1.9,86,12.3,73.8,"Americas",1
"1988","Paraguay",0,0.1,0.679,148,3,2,87,12.3,73.6,"Americas",1
"1989","Paraguay",0,0.1,0.675,15,3,2,89,12.3,73.4,"Americas",1
"1990","Paraguay",0,0.1,0.664,152,3,2,89,12.4,73.2,"Americas",1
"1991","Paraguay",0,0.1,0.663,155,3,2,85,12.1,73,"Americas",1
"1992","Paraguay",0,0.1,0.654,157,4,2.1,89,11.9,72.7,"Americas",1
"1993","Paraguay",0,0.1,0.649,159,4,2.1,95,12,72.5,"Americas",1
"1994","Paraguay",0,0.2,0.648,161,4,2.2,98,12.1,72.3,"Americas",1
"1995","Paraguay",0,0.2,0.646,163,4,2.2,96,12.3,72.1,"Americas",1
"1996","Paraguay",0,0.2,0.639,165,4,2.2,92,12.1,71.9,"Americas",1
"1997","Paraguay",0,0.1,0.642,166,4,2.3,86,12.7,71.7,"Americas",1
"1998","Paraguay",0,0.1,0.632,168,4,2.3,87,12.2,71.5,"Americas",1
"1999","Paraguay",0,0.1,0.624,17,5,2.4,89,11.8,71.2,"Americas",1
"2000","Paraguay",0,0.1,0.625,172,5,2.4,86,11.6,79,"Americas",1
"2001","Peru",0,0.1,0.737,123,10,1.1,65,13.4,75.5,"Americas",1
"2002","Peru",0,0.1,0.735,125,10,1.1,88,13.4,75.3,"Americas",1
"2003","Peru",0,0.1,0.731,125,11,1.1,88,13.4,75.3,"Americas",1
"2004","Peru",0,0.1,0.725,129,11,1.1,95,13.4,74.9,"Americas",1
"2005","Peru",0,0.2,0.721,133,12,1.1,91,13.4,74.5,"Americas",1
"2006","Peru",0,0.2,0.708,14,12,1.1,93,13.3,73.7,"Americas",1
"2007","Peru",0,0.3,0.706,14,13,1.2,93,13.3,73.8,"Americas",1
"2008","Peru",0,0.3,0.7,138,14,1.2,93,13.2,73.9,"Americas",1
"2009","Peru",0,0.3,0.696,133,15,1.2,93,13.2,74,"Americas",1
"2010","Peru",0,0.4,0.693,134,15,1.2,94,13,74.2,"Americas",1
"2011","Peru",0,0.4,0.692,148,16,1.3,77,13,72.8,"Americas",1
"2012","Peru",0,0.4,0.685,151,18,1.3,86,12.8,72.2,"Americas",1
"2013","Peru",0,0.4,0.686,152,19,1.3,94,13.3,72.1,"Americas",1
"2014","Peru",0,0.4,0.686,144,20,1.4,95,13.9,72.6,"Americas",1
"2015","Peru",0,0.5,0.677,142,22,1.4,65,13.4,72.4,"Americas",1
"2016","Peru",0,0.5,0.674,154,24,1.4,98,13.5,71.4,"Americas",1
"2017","Philippines",0,0.1,0.679,211,66,9.7,65,11.7,68.5,"Asia",0
"2024","Philippines",0,0.1,0.655,217,78,9.7,91,11.5,67.5,"Asia",0
"2025","Philippines",0,0.1,0.648,216,80,9.7,87,11.4,67.5,"Asia",0
"2026","Philippines",0,0.1,0.646,219,80,9.7,88,11.5,67.3,"Asia",0
"2027","Philippines",0,0.1,0.642,223,80,9.7,89,11.6,67,"Asia",0
"2033","Poland",1,0.1,0.852,117,2,2,98,16.4,77.5,"Europe",1
"2034","Poland",1,0.1,0.85,12,2,2.1,98,16.4,77.3,"Europe",1
"2035","Poland",1,0.1,0.838,12,2,2.1,99,15.4,77.1,"Europe",1
"2036","Poland",1,0.1,0.834,125,2,2.1,99,15.3,76.8,"Europe",1
"2037","Poland",1,0.1,0.829,128,2,2.2,99,15.4,76.7,"Europe",1
"2038","Poland",1,0.1,0.822,13,2,2.2,99,15.1,76.3,"Europe",1
"2039","Poland",1,0.1,0.818,136,3,2.3,99,15.1,75.7,"Europe",1
"2040","Poland",1,0.1,0.813,14,3,2.3,99,15,75.5,"Europe",1
"2041","Poland",1,0.1,0.808,144,3,2.4,99,15,75.3,"Europe",1
"2042","Poland",1,0.1,0.803,144,3,2.4,99,15,75.2,"Europe",1
"2043","Poland",1,0.1,0.797,144,3,2.5,99,14.8,75,"Europe",1
"2044","Poland",1,0.1,0.8,143,3,2.5,99,15.5,74.9,"Europe",1
"2045","Poland",1,0.1,0.796,142,3,2.6,99,15.3,74.7,"Europe",1
"2046","Poland",1,0.1,0.79,145,3,2.6,99,15,74.5,"Europe",1
"2047","Poland",1,0.1,0.784,149,3,2.7,98,14.7,74.2,"Europe",1
"2048","Poland",1,0.1,0.777,153,4,2.8,98,14.6,73.7,"Europe",1
"2049","Portugal",1,0.1,0.841,76,0,0.5,98,16.6,81.1,"Europe",1
"2050","Portugal",1,0.1,0.837,78,0,0.5,98,16.8,82.09,"Europe",1
"2051","Portugal",1,0.1,0.827,79,0,0.5,98,16.3,82.09,"Europe",1
"2052","Portugal",1,0.1,0.824,81,0,0.5,98,16.3,82.09,"Europe",1
"2053","Portugal",1,0.1,0.818,85,0,0.5,97,16.2,82,"Europe",1
"2054","Portugal",1,0.1,0.812,88,0,0.5,98,16,79.6,"Europe",1
"2055","Portugal",1,0.1,0.809,12,0,0.5,96,16,79.3,"Europe",1
"2056","Portugal",1,0.1,0.804,92,0,0.5,97,15.8,79,"Europe",1
"2057","Portugal",1,0.1,0.797,94,0,0.5,97,15.4,78.7,"Europe",1
"2058","Portugal",1,0.1,0.793,96,0,0.5,97,15.4,78.5,"Europe",1
"2059","Portugal",1,0.1,0.79,12,1,0.6,93,15.4,77.7,"Europe",1
"2060","Portugal",1,0.1,0.792,99,1,0.6,95,15.9,78,"Europe",1
"2061","Portugal",1,0.1,0.789,15,1,0.6,99,15.8,77.3,"Europe",1
"2062","Portugal",1,0.1,0.788,17,1,0.6,98,15.9,77.2,"Europe",1
"2063","Portugal",1,0.1,0.782,12,1,0.6,97,15.7,76.9,"Europe",1
"2064","Portugal",1,0.1,0.777,12,1,0.6,96,15.5,76.6,"Europe",1
"2065","Qatar",0,0.1,0.855,68,0,4.9,99,13.4,78.2,"Asia",1
"2066","Qatar",0,0.1,0.854,69,0,4.8,89,13.4,78.1,"Asia",1
"2067","Qatar",0,0.1,0.843,12,0,4.7,97,13.4,77.9,"Asia",1
"2068","Qatar",0,0.1,0.837,72,0,4.7,92,13.4,77.8,"Asia",1
"2069","Qatar",0,0.1,0.827,74,0,4.6,93,12.4,77.5,"Asia",1
"2070","Qatar",0,0.1,0.825,76,0,4.6,97,12,77.3,"Asia",1
"2071","Qatar",0,0.1,0.828,79,0,4.6,99,11.8,77,"Asia",1
"2072","Qatar",0,0.1,0.825,82,0,4.5,97,11.7,76.8,"Asia",1
"2073","Qatar",0,0.1,0.83,83,0,4.5,94,12.6,76.7,"Asia",1
"2074","Qatar",0,0.1,0.835,83,0,4.5,96,13.7,76.6,"Asia",1
"2075","Qatar",0,0.1,0.83,84,0,4.5,97,13.7,76.6,"Asia",1
"2076","Qatar",0,0.1,0.826,84,0,4.5,96,13.5,76.6,"Asia",1
"2077","Qatar",0,0.1,0.815,85,0,4.5,92,12.8,76.5,"Asia",1
"2078","Qatar",0,0.1,0.807,85,0,4.5,96,12.2,76.4,"Asia",1
"2079","Qatar",0,0.1,0.809,87,0,4.5,93,12.6,76.3,"Asia",1
"2080","Qatar",0,0.1,0.808,88,0,4.5,65,13,76.2,"Asia",1
"2081","Republic of Korea",0,0.1,0.723,64,2,1,98,13.1,82.09,"Asia",1
"2082","Republic of Korea",0,0.1,0.722,66,2,1,99,13,82,"Asia",1
"2083","Republic of Korea",0,0.1,0.719,68,2,1,99,12.9,81.7,"Asia",1
"2084","Republic of Korea",0,0.1,0.712,69,2,1,99,12.9,81.2,"Asia",1
"2085","Republic of Korea",0,0.1,0.709,72,2,1,99,12.9,81.1,"Asia",1
"2086","Republic of Korea",0,0.1,0.7,74,2,1,94,12.7,82.09,"Asia",1
"2087","Republic of Korea",0,0.1,0.7,75,2,1,94,12.5,82.09,"Asia",1
"2088","Republic of Korea",0,0.1,0.697,75,2,1,94,12.4,82.09,"Asia",1
"2089","Republic of Korea",0,0.1,0.687,77,2,1,91,12.3,79.8,"Asia",1
"2090","Republic of Korea",0,0.1,0.682,79,2,1,98,12.3,79.4,"Asia",1
"2091","Republic of Korea",0,0.1,0.658,84,3,1,96,12.1,78.7,"Asia",1
"2092","Republic of Korea",0,0.1,0.64,89,3,1,88,12,78.2,"Asia",1
"2093","Republic of Korea",0,0.1,0.638,95,3,1,97,11.8,77.6,"Asia",1
"2094","Republic of Korea",0,0.1,0.632,99,4,1.1,97,11.8,77.1,"Asia",1
"2097","Republic of Moldova",0,0.1,0.723,157,1,2.8,87,13.1,72.1,"Europe",1
"2098","Republic of Moldova",0,0.1,0.722,162,1,2.8,65,13,71.8,"Europe",1
"2099","Republic of Moldova",0,0.1,0.719,163,1,2.9,65,12.9,71.7,"Europe",1
"2100","Republic of Moldova",0,0.1,0.712,175,1,2.9,92,12.9,79,"Europe",1
"2101","Republic of Moldova",0,0.1,0.709,177,1,3,93,12.9,77,"Europe",1
"2102","Republic of Moldova",0,0.1,0.7,219,1,3,65,12.7,68.8,"Europe",0
"2103","Republic of Moldova",0,0.1,0.7,218,1,3.1,85,12.5,69,"Europe",0
"2104","Republic of Moldova",0,0.1,0.697,228,1,3.1,65,12.4,68.9,"Europe",0
"2105","Republic of Moldova",0,0.1,0.687,237,1,3.2,92,12.3,68.3,"Europe",0
"2106","Republic of Moldova",0,0.1,0.682,242,1,3.3,97,12.3,68,"Europe",0
"2107","Republic of Moldova",0,0.1,0.658,248,1,3.3,98,12.1,67.3,"Europe",0
"2108","Republic of Moldova",0,0.1,0.64,225,1,3.4,98,12,68,"Europe",0
"2109","Republic of Moldova",0,0.1,0.638,226,1,3.5,98,11.8,67.6,"Europe",0
"2111","Republic of Moldova",0,0.1,0.629,228,1,3.6,97,11.6,67.6,"Europe",0
"2112","Republic of Moldova",0,0.1,0.602,235,2,3.7,95,11.4,67.1,"Europe",0
"2113","Romania",1,0.1,0.798,133,2,2.7,89,14.7,75,"Europe",1
"2114","Romania",1,0.1,0.797,135,2,2.8,94,14.7,74.8,"Europe",1
"2118","Romania",1,0.1,0.797,153,2,3.2,94,15.8,73.4,"Europe",1
"2119","Romania",1,0.1,0.795,158,3,3.3,95,15.4,73.1,"Europe",1
"2120","Romania",1,0.1,0.78,159,3,3.5,96,14.7,73.1,"Europe",1
"2121","Romania",1,0.1,0.766,154,3,3.6,96,14.1,72.9,"Europe",1
"2124","Romania",1,0.1,0.733,165,4,3.9,97,12.9,71.7,"Europe",1
"2125","Romania",1,0.1,0.722,174,4,4,97,12.5,71.1,"Europe",1
"2126","Romania",1,0.1,0.714,178,5,4.1,98,12,77,"Europe",1
"2127","Romania",1,0.1,0.708,179,5,4.2,99,11.7,78,"Europe",1
"2128","Romania",1,0.1,0.703,175,5,4.3,99,11.5,77,"Europe",1
"2129","Russian Federation",0,0.1,0.805,222,15,2.3,97,15,75,"Europe",1
"2133","Russian Federation",0,0.3,0.785,242,17,2.4,97,14,69.4,"Europe",0
"2134","Russian Federation",0,0.2,0.773,256,17,2.5,97,13.7,68.4,"Europe",0
"2135","Russian Federation",0,0.3,0.776,261,18,2.5,98,14,68.2,"Europe",0
"2136","Russian Federation",0,0.3,0.769,278,18,2.5,98,13.9,67.5,"Europe",0
"2137","Russian Federation",0,0.3,0.761,282,19,2.6,98,13.8,67.3,"Europe",0
"2139","Russian Federation",0,0.3,0.748,327,20,2.7,98,13.7,65,"Europe",0
"2142","Russian Federation",0,0.3,0.727,313,24,2.9,97,12.8,64.8,"Europe",0
"2145","Rwanda",0,0.4,0.493,227,15,5.7,98,10.8,66.1,"Africa",0
"2146","Rwanda",0,0.4,0.488,23,16,5.8,98,10.8,65.7,"Africa",0
"2147","Rwanda",0,0.5,0.485,233,17,5.9,98,10.8,65.2,"Africa",0
"2148","Rwanda",0,0.7,0.475,239,18,6.1,98,10.5,64.6,"Africa",0
"2149","Rwanda",0,1,0.464,247,20,6.2,97,10.2,63.8,"Africa",0
"2150","Rwanda",0,1,0.454,26,23,6.3,97,10,62.8,"Africa",0
"2151","Rwanda",0,1,0.447,288,25,6.4,97,10.2,61,"Africa",0
"2152","Rwanda",0,1,0.438,282,28,6.6,97,10.4,68,"Africa",0
"2153","Rwanda",0,1,0.424,295,30,6.7,97,10.1,59.6,"Africa",0
"2154","Rwanda",0,1,0.404,328,34,6.8,99,9.3,57.6,"Africa",0
"2155","Rwanda",0,1,0.388,37,38,7,95,8.8,55.3,"Africa",0
"2156","Rwanda",0,1,0.371,383,42,7.1,89,8.2,53.4,"Africa",0
"2159","Rwanda",0,1,0.332,383,54,7.5,77,7.1,52.6,"Africa",0
"2161","Saint Lucia",0,0.1,0.735,138,0,4.3,99,13.1,75.2,"Americas",1
"2162","Saint Lucia",0,0.1,0.723,139,0,4.3,99,13.1,75,"Americas",1
"2163","Saint Lucia",0,0.1,0.734,141,0,4.3,99,13.1,74.8,"Americas",1
"2164","Saint Lucia",0,0.1,0.735,142,0,4.3,98,13,74.7,"Americas",1
"2165","Saint Lucia",0,0.1,0.733,143,0,4.3,99,12.9,74.6,"Americas",1
"2166","Saint Lucia",0,0.1,0.724,147,0,4.3,97,12.8,74.2,"Americas",1
"2167","Saint Lucia",0,0.1,0.717,147,0,4.4,95,12.7,74.3,"Americas",1
"2168","Saint Lucia",0,0.1,0.71,149,0,4.4,96,12.6,74.1,"Americas",1
"2169","Saint Lucia",0,0.1,0.707,151,0,4.4,99,12.8,73.9,"Americas",1
"2170","Saint Lucia",0,0.1,0.694,155,0,4.4,85,12.4,73.5,"Americas",1
"2171","Saint Lucia",0,0.2,0.689,16,0,4.4,95,12.2,73.1,"Americas",1
"2172","Saint Lucia",0,0.2,0.686,166,0,4.4,91,12.3,72.6,"Americas",1
"2173","Saint Lucia",0,0.2,0.684,171,0,4.4,65,12.4,72.2,"Americas",1
"2174","Saint Lucia",0,0.1,0.681,174,0,4.5,74,12.5,72,"Americas",1
"2175","Saint Lucia",0,0.3,0.684,178,0,4.5,99,12.6,71.8,"Americas",1
"2176","Saint Lucia",0,0.4,0.286,183,0,4.5,65,12.8,71.6,"Americas",1
"2177","Saint Vincent and the Grenadines",0,0.1,0.72,156,0,3.4,98,13.3,73.2,"Americas",1
"2178","Saint Vincent and the Grenadines",0,0.1,0.72,157,0,3.4,98,13.3,73.1,"Americas",1
"2179","Saint Vincent and the Grenadines",0,0.1,0.717,161,0,3.4,97,13.3,72.7,"Americas",1
"2180","Saint Vincent and the Grenadines",0,0.1,0.713,159,0,3.5,96,13.3,72.8,"Americas",1
"2181","Saint Vincent and the Grenadines",0,0.1,0.712,16,0,3.5,96,13.3,72.7,"Americas",1
"2182","Saint Vincent and the Grenadines",0,0.1,0.711,162,0,3.5,99,13.3,72.5,"Americas",1
"2183","Saint Vincent and the Grenadines",0,0.2,0.709,165,0,3.5,99,13.3,72.3,"Americas",1
"2184","Saint Vincent and the Grenadines",0,0.3,0.704,167,0,3.6,99,13.3,72.1,"Americas",1
"2185","Saint Vincent and the Grenadines",0,0.3,0.702,17,0,3.6,99,13.3,71.9,"Americas",1
"2186","Saint Vincent and the Grenadines",0,0.3,0.695,173,0,3.6,99,13.3,71.7,"Americas",1
"2187","Saint Vincent and the Grenadines",0,0.2,0.692,177,0,3.7,99,13.3,71.4,"Americas",1
"2188","Saint Vincent and the Grenadines",0,0.4,0.689,181,0,3.7,99,13.2,71.2,"Americas",1
"2189","Saint Vincent and the Grenadines",0,0.4,0.682,184,0,3.8,99,13,71,"Americas",1
"2190","Saint Vincent and the Grenadines",0,0.4,0.677,186,0,3.8,99,12.9,79,"Americas",1
"2191","Saint Vincent and the Grenadines",0,0.7,0.673,186,0,3.9,99,12.8,79,"Americas",1
"2192","Saint Vincent and the Grenadines",0,0.7,0.286,186,0,3.9,98,12.7,79,"Americas",1
"2193","Samoa",0,0.1,0.702,125,0,0.5,66,12.9,74,"Oceania",1
"2194","Samoa",0,0.1,0.701,128,0,0.5,65,12.9,73.8,"Oceania",1
"2195","Samoa",0,0.1,0.7,131,0,0.5,67,12.9,73.6,"Oceania",1
"2196","Samoa",0,0.1,0.698,136,0,0.5,65,12.9,73.2,"Oceania",1
"2197","Samoa",0,0.1,0.693,139,0,0.5,65,12.9,73,"Oceania",1
"2198","Samoa",0,0.1,0.69,144,0,0.5,65,12.9,72.6,"Oceania",1
"2199","Samoa",0,0.1,0.691,172,0,0.5,65,12.9,76,"Oceania",1
"2200","Samoa",0,0.1,0.688,146,0,0.5,65,12.9,72.5,"Oceania",1
"2201","Samoa",0,0.1,0.682,149,0,0.5,65,12.9,72.2,"Oceania",1
"2202","Samoa",0,0.1,0.677,153,0,0.5,65,12.7,72,"Oceania",1
"2203","Samoa",0,0.1,0.671,16,0,0.5,65,12.6,71.6,"Oceania",1
"2204","Samoa",0,0.1,0.665,162,0,0.5,65,12.4,71.4,"Oceania",1
"2205","Samoa",0,0.1,0.659,169,0,0.5,83,12.3,79,"Oceania",1
"2206","Samoa",0,0.1,0.653,174,0,0.5,86,12.1,76,"Oceania",1
"2207","Samoa",0,0.1,0.645,175,0,0.5,85,12,75,"Oceania",1
"2208","Samoa",0,0.1,0.64,18,0,0.5,95,12.1,72,"Oceania",1
"2209","Sao Tome and Principe",0,0.2,0.565,19,0,5.3,96,11.2,67.5,"Africa",0
"2210","Sao Tome and Principe",0,0.2,0.562,191,0,5.4,95,11.1,67.3,"Africa",0
"2211","Sao Tome and Principe",0,0.2,0.559,192,0,5.5,97,11,67.1,"Africa",0
"2212","Sao Tome and Principe",0,0.5,0.553,194,0,5.7,96,10.8,66.9,"Africa",0
"2213","Sao Tome and Principe",0,0.5,0.546,198,0,5.9,96,10.6,66.6,"Africa",0
"2214","Sao Tome and Principe",0,0.5,0.542,24,0,6,98,10.6,66.2,"Africa",0
"2215","Sao Tome and Principe",0,0.9,0.533,21,0,6.2,98,10.1,65.8,"Africa",0
"2216","Sao Tome and Principe",0,0.9,0.531,215,0,6.4,99,10.4,65.4,"Africa",0
"2217","Sao Tome and Principe",0,1,0.527,217,0,6.6,97,10.3,65.1,"Africa",0
"2218","Sao Tome and Principe",0,1,0.521,22,0,6.8,97,10.2,64.7,"Africa",0
"2219","Sao Tome and Principe",0,1,0.514,222,0,7,97,10,64.3,"Africa",0
"2220","Sao Tome and Principe",0,1,0.509,224,0,7.2,96,9.8,63.8,"Africa",0
"2221","Sao Tome and Principe",0,1,0.504,225,0,7.4,94,9.7,63.4,"Africa",0
"2222","Sao Tome and Principe",0,1,0.501,226,0,7.6,92,9.6,63.1,"Africa",0
"2223","Sao Tome and Principe",0,1,0.497,225,0,7.8,92,9.4,62.8,"Africa",0
"2224","Sao Tome and Principe",0,1,0.488,224,0,8.1,82,9.3,62.6,"Africa",0
"2225","Saudi Arabia",0,0.1,0.845,88,8,7.6,98,16.1,74.5,"Asia",1
"2226","Saudi Arabia",0,0.1,0.841,88,9,7.5,98,15.8,74.4,"Asia",1
"2228","Saudi Arabia",0,0.1,0.818,12,9,7.4,98,14.5,74.1,"Asia",1
"2229","Saudi Arabia",0,0.1,0.804,92,9,7.4,98,13.9,73.9,"Asia",1
"2230","Saudi Arabia",0,0.1,0.792,94,9,7.4,98,13.3,73.7,"Asia",1
"2231","Saudi Arabia",0,0.1,0.787,97,10,7.3,98,13,73.4,"Asia",1
"2232","Saudi Arabia",0,0.1,0.779,98,10,7.3,98,12.8,73.3,"Asia",1
"2234","Saudi Arabia",0,0.1,0.767,12,10,7.3,96,12.5,73.2,"Asia",1
"2235","Saudi Arabia",0,0.1,0.761,12,10,7.3,96,12.4,73.1,"Asia",1
"2238","Saudi Arabia",0,0.1,0.745,15,11,7.3,95,12.1,72.9,"Asia",1
"2239","Saudi Arabia",0,0.1,0.742,17,12,7.3,97,12,72.8,"Asia",1
"2240","Saudi Arabia",0,0.1,0.737,12,12,7.4,95,11.8,72.6,"Asia",1
"2241","Senegal",0,0.3,0.491,188,26,9.3,89,9.5,66.7,"Africa",0
"2242","Senegal",0,0.3,0.483,192,27,9.5,89,9.1,66.4,"Africa",0
"2243","Senegal",0,0.3,0.474,196,28,9.7,92,8.7,66,"Africa",0
"2244","Senegal",0,0.4,0.463,12,29,9.9,91,8.3,65.6,"Africa",0
"2245","Senegal",0,0.4,0.455,26,31,1.1,92,7.9,64.9,"Africa",0
"2246","Senegal",0,0.4,0.449,212,32,1.3,89,7.7,64.3,"Africa",0
"2247","Senegal",0,0.5,0.444,219,33,1.5,86,7.5,63.5,"Africa",0
"2248","Senegal",0,0.6,0.435,225,34,1.7,88,7.1,62.8,"Africa",0
"2249","Senegal",0,0.7,0.425,23,36,1.9,94,6.8,62.1,"Africa",0
"2250","Senegal",0,0.7,0.422,236,38,11.1,89,6.8,61.3,"Africa",0
"2251","Senegal",0,0.7,0.415,242,40,11.3,84,6.8,65,"Africa",0
"2252","Senegal",0,0.7,0.408,247,42,11.3,87,6.8,59.7,"Africa",0
"2257","Serbia",0,0.1,0.775,121,1,2,95,14.4,75.6,"Europe",1
"2258","Serbia",0,0.1,0.771,123,1,2.1,93,14.3,75.4,"Europe",1
"2259","Serbia",0,0.1,0.766,122,1,2.1,95,14.1,75.3,"Europe",1
"2260","Serbia",0,0.1,0.767,126,1,2.1,91,14,74.9,"Europe",1
"2261","Serbia",0,0.1,0.757,127,1,2.2,94,13.5,74.6,"Europe",1
"2262","Serbia",0,0.1,0.755,128,1,2.3,91,13.6,74.4,"Europe",1
"2263","Serbia",0,0.1,0.754,131,1,2.3,95,13.6,74.1,"Europe",1
"2264","Serbia",0,0.1,0.749,132,1,2.4,95,13.5,74,"Europe",1
"2265","Serbia",0,0.1,0.743,132,1,2.4,94,13.5,73.8,"Europe",1
"2266","Serbia",0,0.1,0.739,133,1,2.5,92,13.4,73.6,"Europe",1
"2267","Serbia",0,0.1,0.73,135,1,2.6,98,13.2,73,"Europe",1
"2268","Serbia",0,0.1,0.72,134,1,2.6,88,13.1,73,"Europe",1
"2269","Serbia",0,0.1,0.715,134,1,2.7,89,13,73,"Europe",1
"2270","Serbia",0,0.1,0.715,133,1,2.8,95,13.2,72.9,"Europe",1
"2271","Serbia",0,0.1,0.709,135,1,2.8,93,13.1,73.1,"Europe",1
"2272","Serbia",0,0.1,0.702,141,2,2.9,95,13,72.6,"Europe",1
"2273","Seychelles",0,0.1,0.781,168,0,6,97,14.1,73.2,"Africa",1
"2274","Seychelles",0,0.1,0.766,17,0,6,99,13.2,73,"Africa",1
"2275","Seychelles",0,0.1,0.762,172,0,6.1,98,13.5,72.9,"Africa",1
"2276","Seychelles",0,0.1,0.755,174,0,6.1,98,13.5,72.7,"Africa",1
"2277","Seychelles",0,0.1,0.744,177,0,6.1,99,13.3,72.6,"Africa",1
"2278","Seychelles",0,0.1,0.74,18,0,6.2,99,13.2,72.4,"Africa",1
"2279","Seychelles",0,0.1,0.739,182,0,6.2,99,13.2,72.3,"Africa",1
"2280","Seychelles",0,0.1,0.739,184,0,6.3,99,13.2,72.2,"Africa",1
"2281","Seychelles",0,0.1,0.733,185,0,6.3,99,13.1,72.2,"Africa",1
"2282","Seychelles",0,0.1,0.728,185,0,6.3,99,13.1,72.2,"Africa",1
"2283","Seychelles",0,0.1,0.712,185,0,6.4,99,12.1,72.2,"Africa",1
"2284","Seychelles",0,0.1,0.715,186,0,6.4,99,12.3,72.1,"Africa",1
"2285","Seychelles",0,0.1,0.713,185,0,6.5,99,12.1,72.1,"Africa",1
"2286","Seychelles",0,0.1,0.712,186,0,6.6,99,12.1,72.1,"Africa",1
"2287","Seychelles",0,0.1,0.714,187,0,6.6,96,12.2,72,"Africa",1
"2288","Seychelles",0,0.1,0.286,188,0,6.7,98,12.3,71.8,"Africa",1
"2289","Sierra Leone",0,0.5,0.431,383,30,7.3,86,9.5,52.6,"Africa",0
"2291","Sierra Leone",0,0.8,0.413,47,33,7.6,92,9.3,54,"Africa",0
"2292","Sierra Leone",0,0.9,0.401,383,35,7.8,91,9.1,52.6,"Africa",0
"2295","Sierra Leone",0,1,0.375,383,42,8.4,84,8.5,52.6,"Africa",0
"2296","Sierra Leone",0,1,0.367,383,44,8.7,77,8.3,52.6,"Africa",0
"2297","Sierra Leone",0,1,0.357,45,45,8.9,65,8.2,52.6,"Africa",0
"2298","Sierra Leone",0,1,0.348,383,46,9.1,65,8,52.6,"Africa",0
"2299","Sierra Leone",0,1,0.341,48,47,9.3,65,7.8,52.6,"Africa",0
"2300","Sierra Leone",0,1,0.332,383,47,9.5,65,7.6,52.6,"Africa",0
"2301","Sierra Leone",0,1,0.322,57,47,9.8,73,7.4,52.6,"Africa",0
"2302","Sierra Leone",0,1,0.306,383,48,1,65,7.2,52.6,"Africa",0
"2303","Sierra Leone",0,1,0.302,383,48,1.2,65,7,52.6,"Africa",0
"2305","Singapore",1,0.1,0.894,55,0,2.2,96,15.4,82.09,"Asia",1
"2306","Singapore",1,0.1,0.894,56,0,2.2,96,15.4,82.09,"Asia",1
"2307","Singapore",1,0.1,0.894,57,0,2.2,97,15.4,82.09,"Asia",1
"2308","Singapore",1,0.1,0.894,59,0,2.1,97,15.4,82.09,"Asia",1
"2309","Singapore",1,0.1,0.894,12,0,2.1,96,15.2,82.09,"Asia",1
"2310","Singapore",1,0.1,0.889,61,0,2.1,96,14.5,82,"Asia",1
"2311","Singapore",1,0.1,0.887,62,0,2.1,97,14.4,81.7,"Asia",1
"2312","Singapore",1,0.1,0.88,64,0,2.1,97,14.2,81.4,"Asia",1
